source_ip,destination_ip,protocol,port,domain,risk
2a02:6b8::184,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,58505,,unknown
2607:f8b0:4007:801::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,55221,,unknown
2607:f8b0:4007:814::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59008,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:814::200a,TCP,443,,low
2607:f8b0:4007:814::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59009,,unknown
2607:f8b0:4007:814::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,56247,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:9000:280a:3600:6:5b96:3f00:93a1,TCP,443,,low
2600:9000:280a:3600:6:5b96:3f00:93a1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,58604,,unknown
2a02:6b8:a::a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,57646,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:9000:265c:3200:6:9eb2:5cc0:93a1,TCP,443,,low
2600:9000:265c:3200:6:9eb2:5cc0:93a1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,58589,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2a00:ab00:1103:3a:45:138:161:81,TCP,443,,low
2a00:ab00:1103:3a:45:138:161:81,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,57654,,unknown
2001:6d0:4001::226,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,58768,,unknown
2607:f8b0:4007:80a::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,57686,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:809::200e,UDP,443,,low
2607:f8b0:4007:809::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,51301,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2001:dc2:1000:2006::80:1,TCP,443,,low
2607:f8b0:4007:819::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,52695,,unknown
2001:dc2:1000:2006::80:1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59040,,unknown
2001:1998:f00:2::1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,49659,wpad.search.charter.net,unknown
2001:1998:f00:2::1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,53779,wpad.search.charter.net,unknown
2001:1998:f00:2::1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,51953,wpad.search.charter.net,unknown
2001:1998:f00:2::1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,60047,wpad.search.charter.net,unknown
2001:1998:f00:2::1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,57840,wpad.search.charter.net,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2001:1998:f00:2::1,Other,0,wpad.search.charter.net,unknown
2600:6c7f:f000:202::7,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59041,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:80a::200e,UDP,443,,low
2607:f8b0:4007:80a::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,56553,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:818::200e,UDP,443,,low
2607:f8b0:4007:818::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,57822,,unknown
2607:f8b0:4007:814::2004,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,58981,,unknown
2607:f8b0:4007:814::2004,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59042,,unknown
2607:f8b0:4007:814::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59043,,unknown
2607:f8b0:4007:809::2003,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59044,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:816::200e,TCP,443,,low
2607:f8b0:4007:816::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59046,,unknown
2607:f8b0:4007:816::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59045,,unknown
2607:f8b0:4007:816::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59047,,unknown
2607:f8b0:4007:816::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,50156,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:813::2016,TCP,443,,low
2607:f8b0:4007:813::2016,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59048,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:815::2003,UDP,443,,low
2607:f8b0:4007:815::2003,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,63417,,unknown
2607:f8b0:4007:814::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59051,,unknown
2607:f8b0:4007:814::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,62719,,unknown
2607:f8b0:4007:815::2003,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,50386,,unknown
2607:f8b0:4007:809::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59057,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:1406:4e00:8::17dc:4bd3,TCP,443,,low
2600:1406:4e00:8::17dc:4bd3,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59058,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:1406:4e00:1a::1738:6d2a,TCP,443,,low
2600:1406:4e00:1a::1738:6d2a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59059,,unknown
2607:f8b0:4002:c0f::5e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,62007,,unknown
2607:f8b0:4007:814::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,50298,,unknown
2607:f8b0:4007:809::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59060,,unknown
2607:f8b0:4007:809::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,61413,,unknown
2607:f8b0:4007:814::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,56907,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:810::2006,TCP,443,,low
2607:f8b0:4007:810::2006,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59062,,unknown
2607:f8b0:4007:810::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,62568,,unknown
2607:f8b0:4007:815::2003,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,60660,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:1406:4c00:185::11a6,TCP,443,,low
2600:1406:4c00:185::11a6,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59065,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:1406:5e00:4a::17ce:e591,TCP,443,,low
2600:1406:5e00:4a::17ce:e591,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59066,,unknown
2600:1406:4c00:194::11a6,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,50593,,unknown
2607:f8b0:4007:819::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59071,,unknown
2001:4860:4802:32::3,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,60737,,unknown
2001:4860:4802:32::181,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,58559,,unknown
2001:4860:4802:32::181,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59072,,unknown
2600:1406:4c00:1a9::24e8,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59073,,unknown
2607:f8b0:4007:815::2003,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,56550,,unknown
2600:1406:4c00:186::24e8,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59074,,unknown
2600:1406:5e00:2a8::24e8,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59075,,unknown
2607:f8b0:4007:809::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59076,,unknown
2607:f8b0:4007:809::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,55666,,unknown
2607:f8b0:4007:818::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59077,,unknown
2607:f8b0:4007:818::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59078,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:819::2008,UDP,443,,low
2607:f8b0:4007:819::2008,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,56301,,unknown
2a04:4e42:87::300,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59079,,unknown
2607:f8b0:4007:818::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,58045,,unknown
2607:f8b0:4007:803::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,52686,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:816::2002,UDP,443,,low
2607:f8b0:4007:809::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,57587,,unknown
2607:f8b0:4007:816::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,59673,,unknown
2607:f8b0:4007:809::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,64199,,unknown
2600:1406:4c00:186::24e8,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59084,,unknown
2600:1406:4c00:186::24e8,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59086,,unknown
2600:1406:5e00:2a8::24e8,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59087,,unknown
2607:f8b0:4007:80f::2004,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,56886,,unknown
2607:f8b0:4007:809::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,63406,,unknown
2602:803:c001::200:144,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59098,,unknown
2607:f8b0:4007:814::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59099,,unknown
2607:f8b0:4007:809::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,60391,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:9000:211d:5800:10:43f:4340:93a1,TCP,443,,low
2600:9000:211d:5800:10:43f:4340:93a1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,59101,,unknown
2001:1998:f00:2::1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,57585,westus-0.in.applicationinsights.azure.com,unknown
2001:1998:f00:2::1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,62085,westus-0.in.applicationinsights.azure.com,unknown
2600:6c7f:f000:202::7,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,58310,,unknown
2600:6c7f:f000:202::7,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,49958,,unknown
2607:f8b0:4007:813::2016,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,55476,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:809::2001,TCP,443,,low
2607:f8b0:4007:809::2001,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51705,,unknown
2607:f8b0:4007:809::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,57856,,unknown
2607:f8b0:4007:814::2004,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,62290,,unknown
2607:f8b0:4007:814::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51722,,unknown
2607:f8b0:4007:814::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,49535,,unknown
2607:f8b0:4007:819::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51723,,unknown
2607:f8b0:4007:814::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51724,,unknown
2607:f8b0:4007:809::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,62337,,unknown
2607:f8b0:4007:819::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,61461,,unknown
2607:f8b0:4007:815::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51727,,unknown
2607:f8b0:4007:815::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51726,,unknown
2607:f8b0:4007:809::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,55627,,unknown
2607:f8b0:4007:814::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,49211,,unknown
2607:f8b0:4007:815::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,60943,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2606:50c0:8002::154,TCP,443,,low
2606:50c0:8002::154,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51728,,unknown
2607:f8b0:4007:809::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51740,,unknown
2607:f8b0:4002:c0f::5e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,52106,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:6c7f:f000:202::8,TCP,443,,low
2600:6c7f:f000:202::8,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51746,,unknown
2607:f8b0:4007:801::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51782,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4007:817::200e,TCP,443,,low
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:1406:5800::b832:1b69,TCP,443,,low
2607:f8b0:4007:817::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51785,,unknown
2600:1406:5800::b832:1b69,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51787,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:1406:5800::b832:1b60,TCP,443,,low
2600:1406:5800::b832:1b60,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51791,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2a04:4e42:11::485,TCP,443,,low
2a04:4e42:11::485,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51792,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2620:100:a005::17,TCP,443,,low
2620:100:a005::17,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51799,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2620:100:a005::22,TCP,443,,low
2620:100:a005::d,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51809,,unknown
2620:100:a005::22,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51810,,unknown
2600:1406:5800::b832:1b60,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51811,,unknown
2607:f8b0:4007:819::2008,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51814,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2a03:2880:f00d:8:face:b00c:0:1,UDP,443,,low
2a03:2880:f00d:8:face:b00c:0:1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,64758,,unknown
2607:f8b0:4007:816::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51817,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2600:1406:4e00:8::17dc:4bcf,TCP,443,,low
2a04:4e42:11::485,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51819,,unknown
2600:1406:4e00:8::17dc:4bcf,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51820,,unknown
2607:f8b0:4007:819::2008,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,61988,,unknown
2a03:2880:f00d:8:face:b00c:0:1,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,54626,,unknown
2607:f8b0:4007:816::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,54396,,unknown
2607:f8b0:4007:814::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51827,,unknown
2607:f8b0:4007:819::2008,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51828,,unknown
2607:f8b0:4007:818::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51829,,unknown
2620:1ec:bdf::71,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51831,,unknown
2607:f8b0:4007:816::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51833,,unknown
2a03:2880:f10d:83:face:b00c:0:25de,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,64452,,unknown
2a03:2880:f10d:83:face:b00c:0:25de,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,60145,,unknown
2001:4860:4802:32::181,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51836,,unknown
2607:f8b0:4007:816::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,64482,,unknown
2607:f8b0:4007:801::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51838,,unknown
2001:4860:4802:32::181,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51837,,unknown
2001:4860:4802:32::181,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51839,,unknown
2607:f8b0:4007:813::2016,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51841,,unknown
2607:f8b0:4007:814::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,64109,,unknown
2607:f8b0:4007:818::200e,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,63447,,unknown
2607:f8b0:4007:814::2004,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,61915,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2607:f8b0:4023:c0d::9d,TCP,443,,low
2607:f8b0:4007:801::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,59373,,unknown
2607:f8b0:4023:c0d::9d,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51847,,unknown
2607:f8b0:4023:c0d::9d,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51846,,unknown
2607:f8b0:4023:c0d::9d,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51848,,unknown
2607:f8b0:4023:c0d::9d,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51849,,unknown
2607:f8b0:4023:c0d::9d,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51850,,unknown
2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,2620:100:a005::,TCP,443,,low
2a03:2880:f10d:83:face:b00c:0:25de,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,65519,,unknown
2607:f8b0:4007:813::2016,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51855,,unknown
2620:100:a005::,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51854,,unknown
2607:f8b0:4007:814::2002,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,57000,,unknown
2607:f8b0:4007:809::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51859,,unknown
2607:f8b0:4007:809::2001,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51860,,unknown
2607:f8b0:4007:809::200a,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,62001,,unknown
2620:100:a005::,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,TCP,51864,,unknown
2001:4860:4802:32::181,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,61126,,unknown
2607:f8b0:4023:c0d::9d,2603:8000:6242:8d00:ed92:8a08:3ff0:3e6f,UDP,62377,,unknown
